"","0","1","Overall","var","Variables"
"1",40.2128217907981,40.2128217907981,40.2128217907981,"Polyuria",16
"2",38.8034508605737,38.8034508605737,38.8034508605737,"Polydipsia",16
"3",30.5936108834311,30.5936108834311,30.5936108834311,"Gender",16
"4",23.8809047129462,23.8809047129462,23.8809047129462,"Age",16
"5",17.9605943356692,17.9605943356692,17.9605943356692,"Alopecia",16
"6",17.546604067152,17.546604067152,17.546604067152,"Irritability",16
"7",17.4124610234008,17.4124610234008,17.4124610234008,"partial.paresis",16
"8",17.2340321097379,17.2340321097379,17.2340321097379,"sudden.weight.loss",16
"9",17.0964660437268,17.0964660437268,17.0964660437268,"delayed.healing",16
"10",15.9051096804503,15.9051096804503,15.9051096804503,"Itching",16
"11",13.5855469906378,13.5855469906378,13.5855469906378,"weakness",16
"12",13.1253426109021,13.1253426109021,13.1253426109021,"visual.blurring",16
"13",11.8202479571871,11.8202479571871,11.8202479571871,"Genital.thrush",16
"14",11.6076189792807,11.6076189792807,11.6076189792807,"muscle.stiffness",16
"15",11.4504038768144,11.4504038768144,11.4504038768144,"Polyphagia",16
"16",10.7662796339373,10.7662796339373,10.7662796339373,"Obesity",16
"17",40.2128217907981,40.2128217907981,40.2128217907981,"Polyuria",9
"18",38.8034508605737,38.8034508605737,38.8034508605737,"Polydipsia",9
"19",30.5936108834311,30.5936108834311,30.5936108834311,"Gender",9
"20",23.8809047129462,23.8809047129462,23.8809047129462,"Age",9
"21",17.9605943356692,17.9605943356692,17.9605943356692,"Alopecia",9
"22",17.546604067152,17.546604067152,17.546604067152,"Irritability",9
"23",17.4124610234008,17.4124610234008,17.4124610234008,"partial.paresis",9
"24",17.2340321097379,17.2340321097379,17.2340321097379,"sudden.weight.loss",9
"25",17.0964660437268,17.0964660437268,17.0964660437268,"delayed.healing",9
"26",40.2128217907981,40.2128217907981,40.2128217907981,"Polyuria",8
"27",38.8034508605737,38.8034508605737,38.8034508605737,"Polydipsia",8
"28",30.5936108834311,30.5936108834311,30.5936108834311,"Gender",8
"29",23.8809047129462,23.8809047129462,23.8809047129462,"Age",8
"30",17.9605943356692,17.9605943356692,17.9605943356692,"Alopecia",8
"31",17.546604067152,17.546604067152,17.546604067152,"Irritability",8
"32",17.4124610234008,17.4124610234008,17.4124610234008,"partial.paresis",8
"33",17.2340321097379,17.2340321097379,17.2340321097379,"sudden.weight.loss",8
"34",40.2128217907981,40.2128217907981,40.2128217907981,"Polyuria",7
"35",38.8034508605737,38.8034508605737,38.8034508605737,"Polydipsia",7
"36",30.5936108834311,30.5936108834311,30.5936108834311,"Gender",7
"37",23.8809047129462,23.8809047129462,23.8809047129462,"Age",7
"38",17.9605943356692,17.9605943356692,17.9605943356692,"Alopecia",7
"39",17.546604067152,17.546604067152,17.546604067152,"Irritability",7
"40",17.4124610234008,17.4124610234008,17.4124610234008,"partial.paresis",7
"41",40.2128217907981,40.2128217907981,40.2128217907981,"Polyuria",6
"42",38.8034508605737,38.8034508605737,38.8034508605737,"Polydipsia",6
"43",30.5936108834311,30.5936108834311,30.5936108834311,"Gender",6
"44",23.8809047129462,23.8809047129462,23.8809047129462,"Age",6
"45",17.9605943356692,17.9605943356692,17.9605943356692,"Alopecia",6
"46",17.546604067152,17.546604067152,17.546604067152,"Irritability",6
"47",40.2128217907981,40.2128217907981,40.2128217907981,"Polyuria",5
"48",38.8034508605737,38.8034508605737,38.8034508605737,"Polydipsia",5
"49",30.5936108834311,30.5936108834311,30.5936108834311,"Gender",5
"50",23.8809047129462,23.8809047129462,23.8809047129462,"Age",5
"51",17.9605943356692,17.9605943356692,17.9605943356692,"Alopecia",5
"52",40.2128217907981,40.2128217907981,40.2128217907981,"Polyuria",4
